Right Hand: nearableID,Right Hand: frequency,Right Hand: rssi,Right Hand: xAcceleration,Right Hand: yAcceleration,Right Hand: zAcceleration,Right Hand: currentStateDuration,Right Hand: previousStateDuration,Right Hand: timeStampRecorded,Left Foot: nearableID,Left Foot: frequency,Left Foot: rssi,Left Foot: xAcceleration,Left Foot: yAcceleration,Left Foot: zAcceleration,Left Foot: currentStateDuration,Left Foot: previousStateDuration,Left Foot: timeStampRecorded,Chest: nearableID,Chest: frequency,Chest: rssi,Chest: xAcceleration,Chest: yAcceleration,Chest: zAcceleration,Chest: currentStateDuration,Chest: previousStateDuration,Chest: timeStampRecorded,Left Hand: nearableID,Left Hand: frequency,Left Hand: rssi,Left Hand: xAcceleration,Left Hand: yAcceleration,Left Hand: zAcceleration,Left Hand: currentStateDuration,Left Hand: previousStateDuration,Left Hand: timeStampRecorded,Belly: nearableID,Belly: frequency,Belly: rssi,Belly: xAcceleration,Belly: yAcceleration,Belly: zAcceleration,Belly: currentStateDuration,Belly: previousStateDuration,Belly: timeStampRecorded,Right Foot: nearableID,Right Foot: frequency,Right Foot: rssi,Right Foot: xAcceleration,Right Foot: yAcceleration,Right Foot: zAcceleration,Right Foot: currentStateDuration,Right Foot: previousStateDuration,Right Foot: timeStampRecorded,Device: xGravity,Device: yGravity,Device: zGravity,Device: xAcceleration,Device: yAcceleration,Device: zAcceleration,Device: pitch,Device: roll,Device: yaw,Device: xRotationRate,Device: yRotationRate,Device: zRotationRate,exerciseType,exerciseSubType,timeStampSaved,individual
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,0.0,-0.01,-0.01,1.38,-1.01,0.87,-0.02,-0.05,0.0,setBreak,setBreak,2017-04-28 08:30:43:968,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,-0.0,-0.01,-0.0,1.38,-0.99,0.84,-0.02,-0.02,0.0,setBreak,setBreak,2017-04-28 08:30:44:069,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,0.0,-0.01,0.01,1.38,-1.0,0.84,-0.01,-0.01,-0.0,setBreak,setBreak,2017-04-28 08:30:44:169,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,0.0,-0.01,-0.01,1.38,-1.0,0.84,-0.0,-0.02,0.01,setBreak,setBreak,2017-04-28 08:30:44:271,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,-0.0,-0.01,0.0,1.38,-1.0,0.84,0.0,0.03,0.0,setBreak,setBreak,2017-04-28 08:30:44:371,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,0.0,-0.01,0.0,1.38,-1.0,0.84,-0.01,0.01,0.0,setBreak,setBreak,2017-04-28 08:30:44:471,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,0.01,-0.01,0.0,1.38,-1.0,0.85,-0.01,-0.01,0.01,setBreak,setBreak,2017-04-28 08:30:44:571,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,-0.0,-0.01,0.01,1.38,-1.0,0.85,-0.01,0.01,-0.0,setBreak,setBreak,2017-04-28 08:30:44:671,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,-0.0,-0.01,0.01,1.38,-1.01,0.86,0.0,0.01,-0.01,setBreak,setBreak,2017-04-28 08:30:44:769,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,-0.01,-0.02,0.01,1.39,-1.01,0.86,-0.01,0.06,-0.02,setBreak,setBreak,2017-04-28 08:30:44:869,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,-0.01,-0.01,0.01,1.38,-1.0,0.86,-0.02,0.1,0.03,setBreak,setBreak,2017-04-28 08:30:44:970,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.1,0.01,-0.0,-0.0,1.38,-1.01,0.87,-0.03,0.02,0.11,setBreak,setBreak,2017-04-28 08:30:45:069,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.17,-0.98,-0.1,0.02,0.01,-0.0,1.37,-1.02,0.88,0.03,-0.12,0.1,setBreak,setBreak,2017-04-28 08:30:45:169,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.17,-0.98,-0.1,0.0,-0.01,-0.0,1.37,-1.06,0.91,0.1,-0.01,-0.01,setBreak,setBreak,2017-04-28 08:30:45:270,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.09,0.0,-0.01,-0.0,1.38,-1.09,0.95,0.08,0.02,-0.07,setBreak,setBreak,2017-04-28 08:30:45:371,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.08,-0.01,-0.02,-0.0,1.39,-1.09,0.95,0.02,0.03,-0.05,setBreak,setBreak,2017-04-28 08:30:45:471,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.08,-0.0,-0.02,-0.0,1.39,-1.08,0.94,-0.02,-0.01,0.01,setBreak,setBreak,2017-04-28 08:30:45:571,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.09,0.01,-0.01,0.0,1.39,-1.08,0.94,-0.02,-0.09,0.06,setBreak,setBreak,2017-04-28 08:30:45:671,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.09,-0.0,-0.01,-0.0,1.39,-1.08,0.94,0.0,0.05,0.01,setBreak,setBreak,2017-04-28 08:30:45:774,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.09,-0.0,-0.01,0.01,1.39,-1.09,0.95,0.01,0.06,-0.01,setBreak,setBreak,2017-04-28 08:30:45:871,3
15b97f918a0f190e,3.2,-62,2.22,-9.32,-1.66,1,1,2017-04-28 08:30:43:744,6f04e4f3c33f4582,1.72,-87,-2.23,-9.3,0.34,1,2,2017-04-28 08:30:39:509,81d2d09867170c78,1.75,-92,-1.19,-9.96,0.23,1,2,2017-04-28 08:30:39:494,b629b3c016e88b50,1.79,-90,-3.78,-8.88,-2.85,1,1,2017-04-28 08:30:39:306,c3f8b83f7aaa4c4b,1.05,-84,-2.99,-9.26,0.8,1,0,2017-04-28 08:30:39:756,ca7d0c3306de2d28,2.72,-80,-1.01,-9.63,0.15,1,4,2017-04-28 08:30:39:532,-0.16,-0.98,-0.09,0.0,-0.01,0.0,1.39,-1.08,0.96,0.01,0.08,-0.01,setBreak,setBreak,2017-04-28 08:30:45:972,3
